customer_id,name,email,age,gender,region,city,segment,loyalty_score,join_date
CUST-00467,Customer_467,customer467@example.com,56,Other,Middle East,Cairo,Regular,1.24,2023-08-08
CUST-00468,Customer_468,customer468@example.com,51,Female,Asia Pacific,Singapore,Regular,3.66,2018-06-19
CUST-00469,Customer_469,customer469@example.com,42,Female,Europe,Amsterdam,Premium,6.74,2018-08-09
CUST-00470,Customer_470,customer470@example.com,41,Other,Middle East,Dubai,Regular,4.79,2022-08-25
CUST-00471,Customer_471,customer471@example.com,66,Male,Africa,Nairobi,New,1.15,2018-07-29
CUST-00472,Customer_472,customer472@example.com,31,Male,North America,Chicago,Regular,9.54,2021-05-21
CUST-00473,Customer_473,customer473@example.com,58,Female,Middle East,Tel Aviv,New,7.32,2018-09-14
CUST-00474,Customer_474,customer474@example.com,52,Female,Africa,Accra,Regular,1.71,2019-09-24
CUST-00475,Customer_475,customer475@example.com,38,Other,Europe,Madrid,Regular,7.87,2023-07-12
CUST-00476,Customer_476,customer476@example.com,22,Female,Africa,Casablanca,Regular,7.57,2020-01-12
CUST-00477,Customer_477,customer477@example.com,23,Male,North America,Los Angeles,New,5.08,2023-03-07
CUST-00478,Customer_478,customer478@example.com,60,Male,North America,Chicago,New,1.11,2019-03-03
CUST-00479,Customer_479,customer479@example.com,28,Female,Africa,Lagos,Regular,5.71,2020-03-16
CUST-00480,Customer_480,customer480@example.com,26,Female,Europe,Berlin,New,7.6,2019-01-02
CUST-00481,Customer_481,customer481@example.com,69,Female,North America,Chicago,Regular,7.41,2022-11-27
CUST-00482,Customer_482,customer482@example.com,49,Female,Africa,Lagos,Regular,8.73,2019-06-03
CUST-00483,Customer_483,customer483@example.com,34,Other,Asia Pacific,Singapore,New,7.07,2018-12-25
CUST-00484,Customer_484,customer484@example.com,50,Male,Europe,Rome,Premium,3.2,2022-01-05
CUST-00485,Customer_485,customer485@example.com,27,Male,Asia Pacific,Mumbai,Regular,5.98,2023-07-31
CUST-00486,Customer_486,customer486@example.com,38,Other,Latin America,Mexico City,Regular,3.88,2018-08-30
CUST-00487,Customer_487,customer487@example.com,25,Male,Middle East,Tel Aviv,Regular,2.61,2022-05-22
CUST-00488,Customer_488,customer488@example.com,22,Female,North America,Houston,New,7.96,2020-08-23
CUST-00489,Customer_489,customer489@example.com,53,Female,Asia Pacific,Tokyo,Regular,6.07,2020-08-02
CUST-00490,Customer_490,customer490@example.com,33,Other,Africa,Accra,Regular,9.75,2019-08-31
CUST-00491,Customer_491,customer491@example.com,66,Female,Africa,Accra,Regular,1.22,2022-08-10
CUST-00492,Customer_492,customer492@example.com,71,Female,Asia Pacific,Seoul,Regular,1.01,2023-08-05
CUST-00493,Customer_493,customer493@example.com,64,Male,Latin America,Santiago,Premium,5.77,2020-01-10
CUST-00494,Customer_494,customer494@example.com,21,Male,Latin America,Bogotá,New,7.4,2018-10-17
CUST-00495,Customer_495,customer495@example.com,75,Female,North America,Los Angeles,Regular,5.13,2018-09-21
CUST-00496,Customer_496,customer496@example.com,50,Female,Middle East,Dubai,Premium,1.67,2022-10-31
CUST-00497,Customer_497,customer497@example.com,60,Female,North America,Houston,Regular,8.66,2021-05-05
CUST-00498,Customer_498,customer498@example.com,38,Female,Africa,Casablanca,Regular,3.1,2019-09-22
CUST-00499,Customer_499,customer499@example.com,24,Male,Europe,Madrid,Regular,5.05,2020-09-02
CUST-00500,Customer_500,customer500@example.com,52,Female,Latin America,São Paulo,New,3.77,2020-04-03
CUST-00501,Customer_501,customer501@example.com,28,Female,North America,New York,New,8.44,2023-12-06
CUST-00502,Customer_502,customer502@example.com,31,Female,Middle East,Dubai,New,2.33,2020-02-11
CUST-00503,Customer_503,customer503@example.com,50,Female,Asia Pacific,Mumbai,Premium,3.34,2019-06-25
CUST-00504,Customer_504,customer504@example.com,72,Male,North America,Houston,New,1.85,2018-11-13
CUST-00505,Customer_505,customer505@example.com,18,Male,Europe,London,Regular,2.18,2021-05-29
CUST-00506,Customer_506,customer506@example.com,58,Other,Asia Pacific,Seoul,Regular,3.33,2018-08-21
CUST-00507,Customer_507,customer507@example.com,30,Female,North America,New York,New,8.28,2018-10-13
CUST-00508,Customer_508,customer508@example.com,20,Male,Asia Pacific,Tokyo,New,2.51,2022-11-18
CUST-00509,Customer_509,customer509@example.com,43,Female,Latin America,Santiago,Regular,2.56,2019-10-30
CUST-00510,Customer_510,customer510@example.com,35,Male,Europe,Berlin,Regular,1.31,2023-04-08
CUST-00511,Customer_511,customer511@example.com,59,Female,Middle East,Riyadh,Premium,8.95,2022-01-28
CUST-00512,Customer_512,customer512@example.com,35,Female,North America,New York,Regular,2.8,2022-06-22
CUST-00513,Customer_513,customer513@example.com,69,Female,Europe,Rome,Regular,8.04,2021-01-20
CUST-00514,Customer_514,customer514@example.com,68,Other,Latin America,Lima,New,3.89,2020-04-20
CUST-00515,Customer_515,customer515@example.com,38,Male,Europe,London,Regular,9.06,2020-05-22
CUST-00516,Customer_516,customer516@example.com,51,Male,North America,Houston,Regular,9.77,2018-11-08
CUST-00517,Customer_517,customer517@example.com,33,Other,Europe,Rome,Regular,1.5,2019-11-13
CUST-00518,Customer_518,customer518@example.com,40,Male,Middle East,Istanbul,New,2.58,2023-01-15
CUST-00519,Customer_519,customer519@example.com,62,Other,Asia Pacific,Seoul,Regular,7.31,2022-10-30
CUST-00520,Customer_520,customer520@example.com,54,Female,Middle East,Riyadh,New,5.88,2019-06-30
CUST-00521,Customer_521,customer521@example.com,23,Other,Latin America,São Paulo,Regular,2.97,2022-06-24
CUST-00522,Customer_522,customer522@example.com,39,Male,Latin America,São Paulo,New,8.26,2020-11-24
CUST-00523,Customer_523,customer523@example.com,69,Male,Africa,Nairobi,Regular,2.33,2023-12-30
CUST-00524,Customer_524,customer524@example.com,72,Male,Europe,London,Regular,4.36,2023-08-20
CUST-00525,Customer_525,customer525@example.com,24,Female,Latin America,Lima,Regular,2.23,2019-05-05
CUST-00526,Customer_526,customer526@example.com,68,Female,Africa,Johannesburg,Regular,2.57,2022-10-13
CUST-00527,Customer_527,customer527@example.com,68,Male,Africa,Accra,New,4.41,2023-11-10
CUST-00528,Customer_528,customer528@example.com,29,Other,Asia Pacific,Singapore,New,9.54,2021-05-01
CUST-00529,Customer_529,customer529@example.com,29,Other,Middle East,Dubai,New,2.99,2022-10-24
CUST-00530,Customer_530,customer530@example.com,27,Male,North America,Houston,Regular,3.14,2020-09-19
CUST-00531,Customer_531,customer531@example.com,74,Other,Europe,Rome,New,6.75,2020-11-09
CUST-00532,Customer_532,customer532@example.com,34,Other,Latin America,São Paulo,Regular,1.61,2020-03-08
CUST-00533,Customer_533,customer533@example.com,18,Female,North America,Vancouver,Regular,7.59,2019-06-01
CUST-00534,Customer_534,customer534@example.com,74,Male,Latin America,Bogotá,Regular,8.46,2022-12-01
CUST-00535,Customer_535,customer535@example.com,32,Male,Africa,Casablanca,Regular,8.19,2018-04-14
CUST-00536,Customer_536,customer536@example.com,38,Male,Asia Pacific,Tokyo,Regular,1.67,2019-06-13
CUST-00537,Customer_537,customer537@example.com,64,Male,Latin America,Mexico City,Premium,4.04,2023-03-22
CUST-00538,Customer_538,customer538@example.com,19,Other,Latin America,Santiago,Regular,2.48,2021-09-11
CUST-00539,Customer_539,customer539@example.com,24,Male,Europe,London,Regular,4.68,2022-09-18
CUST-00540,Customer_540,customer540@example.com,52,Female,Africa,Casablanca,Premium,3.68,2018-10-26
CUST-00541,Customer_541,customer541@example.com,54,Male,North America,Houston,Regular,4.25,2021-08-21
CUST-00542,Customer_542,customer542@example.com,70,Male,North America,Chicago,New,1.87,2019-10-05
CUST-00543,Customer_543,customer543@example.com,36,Female,Europe,Rome,New,8.59,2020-08-16
CUST-00544,Customer_544,customer544@example.com,49,Other,Latin America,Bogotá,Regular,5.9,2019-07-29
CUST-00545,Customer_545,customer545@example.com,41,Male,Asia Pacific,Mumbai,Premium,3.37,2021-12-15
CUST-00546,Customer_546,customer546@example.com,71,Male,Asia Pacific,Singapore,Premium,2.36,2023-12-04
CUST-00547,Customer_547,customer547@example.com,23,Other,Africa,Lagos,New,4.73,2023-01-07
CUST-00548,Customer_548,customer548@example.com,21,Other,Europe,Madrid,New,4.77,2022-07-22
CUST-00549,Customer_549,customer549@example.com,54,Male,Africa,Johannesburg,Regular,4.55,2018-04-18
CUST-00550,Customer_550,customer550@example.com,75,Other,Middle East,Cairo,Regular,2.33,2021-10-27
CUST-00551,Customer_551,customer551@example.com,31,Male,Europe,Paris,New,1.38,2018-09-01
CUST-00552,Customer_552,customer552@example.com,30,Other,Africa,Johannesburg,New,2.33,2023-01-23
CUST-00553,Customer_553,customer553@example.com,64,Female,Asia Pacific,Sydney,Regular,6.01,2022-09-12
CUST-00554,Customer_554,customer554@example.com,51,Other,Asia Pacific,Sydney,New,6.61,2022-06-12
CUST-00555,Customer_555,customer555@example.com,44,Other,Latin America,São Paulo,Premium,6.29,2018-11-08
CUST-00556,Customer_556,customer556@example.com,67,Female,North America,Toronto,Premium,8.81,2020-12-04
CUST-00557,Customer_557,customer557@example.com,42,Female,Latin America,Buenos Aires,Regular,1.34,2020-05-05
CUST-00558,Customer_558,customer558@example.com,57,Male,Latin America,Mexico City,New,4.56,2020-10-26
CUST-00559,Customer_559,customer559@example.com,21,Female,Africa,Nairobi,New,9.07,2018-03-04
CUST-00560,Customer_560,customer560@example.com,37,Female,Asia Pacific,Sydney,Regular,8.72,2023-10-29
CUST-00561,Customer_561,customer561@example.com,26,Other,North America,Los Angeles,Regular,4.99,2020-09-23
CUST-00562,Customer_562,customer562@example.com,44,Female,Asia Pacific,Seoul,Regular,2.9,2021-06-19
CUST-00563,Customer_563,customer563@example.com,66,Male,Africa,Johannesburg,Regular,5.64,2019-05-09
CUST-00564,Customer_564,customer564@example.com,63,Other,North America,Chicago,Regular,8.91,2018-03-31
CUST-00565,Customer_565,customer565@example.com,74,Male,Europe,Paris,New,1.3,2018-06-07
CUST-00566,Customer_566,customer566@example.com,30,Female,Asia Pacific,Seoul,Regular,5.55,2023-05-29
CUST-00567,Customer_567,customer567@example.com,19,Female,North America,Vancouver,Regular,6.35,2019-07-06
CUST-00568,Customer_568,customer568@example.com,53,Male,Latin America,Lima,Premium,8.54,2020-03-14
CUST-00569,Customer_569,customer569@example.com,23,Female,Africa,Casablanca,Regular,1.45,2022-11-13
CUST-00570,Customer_570,customer570@example.com,59,Male,Europe,Paris,Premium,3.42,2021-06-26
CUST-00571,Customer_571,customer571@example.com,73,Male,Middle East,Dubai,New,5.27,2019-02-16
CUST-00572,Customer_572,customer572@example.com,56,Other,Africa,Nairobi,Regular,8.25,2020-08-07
CUST-00573,Customer_573,customer573@example.com,59,Female,Africa,Casablanca,Premium,8.66,2021-11-27
CUST-00574,Customer_574,customer574@example.com,47,Other,Asia Pacific,Singapore,Premium,8.42,2021-05-18
CUST-00575,Customer_575,customer575@example.com,18,Other,Middle East,Dubai,Regular,9.7,2021-03-08
CUST-00576,Customer_576,customer576@example.com,56,Male,Middle East,Doha,Regular,5.34,2020-11-10
CUST-00577,Customer_577,customer577@example.com,38,Female,Asia Pacific,Seoul,New,6.91,2023-07-18
CUST-00578,Customer_578,customer578@example.com,27,Male,Asia Pacific,Singapore,Regular,9.1,2023-02-08
CUST-00579,Customer_579,customer579@example.com,38,Other,Latin America,Santiago,New,1.23,2022-03-26
CUST-00580,Customer_580,customer580@example.com,44,Other,Asia Pacific,Sydney,New,7.37,2022-11-13
CUST-00581,Customer_581,customer581@example.com,64,Other,Europe,Berlin,New,8.06,2023-09-19
CUST-00582,Customer_582,customer582@example.com,37,Other,Asia Pacific,Shanghai,New,8.89,2019-07-17
CUST-00583,Customer_583,customer583@example.com,48,Female,Asia Pacific,Tokyo,Premium,7.53,2022-10-03
CUST-00584,Customer_584,customer584@example.com,75,Male,Europe,Rome,Premium,3.0,2019-11-25
CUST-00585,Customer_585,customer585@example.com,44,Female,Africa,Cairo,Regular,6.27,2021-12-11
CUST-00586,Customer_586,customer586@example.com,21,Other,North America,Houston,New,6.22,2023-04-13
CUST-00587,Customer_587,customer587@example.com,74,Male,North America,Houston,Premium,8.81,2021-03-31
CUST-00588,Customer_588,customer588@example.com,44,Male,Middle East,Tel Aviv,Premium,2.24,2019-09-15
CUST-00589,Customer_589,customer589@example.com,54,Male,Asia Pacific,Mumbai,New,3.85,2019-07-15
CUST-00590,Customer_590,customer590@example.com,39,Male,North America,Houston,New,3.82,2018-06-30
CUST-00591,Customer_591,customer591@example.com,35,Male,North America,Houston,Regular,6.19,2019-05-08
CUST-00592,Customer_592,customer592@example.com,26,Other,Latin America,São Paulo,New,4.86,2021-08-25
CUST-00593,Customer_593,customer593@example.com,18,Male,Latin America,Bogotá,Regular,7.58,2018-02-13
CUST-00594,Customer_594,customer594@example.com,30,Male,Asia Pacific,Shanghai,Regular,6.64,2020-02-13
CUST-00595,Customer_595,customer595@example.com,74,Male,Europe,Rome,Premium,1.92,2022-04-13
CUST-00596,Customer_596,customer596@example.com,28,Male,Middle East,Tel Aviv,Regular,3.68,2020-06-22
CUST-00597,Customer_597,customer597@example.com,51,Other,Latin America,Santiago,Regular,9.96,2020-11-30
CUST-00598,Customer_598,customer598@example.com,66,Female,Latin America,Buenos Aires,Premium,1.17,2019-11-28
CUST-00599,Customer_599,customer599@example.com,31,Other,Africa,Nairobi,New,5.54,2019-01-18
CUST-00600,Customer_600,customer600@example.com,59,Other,Asia Pacific,Seoul,Regular,3.3,2022-07-20
CUST-00601,Customer_601,customer601@example.com,56,Other,Middle East,Dubai,New,8.53,2018-05-30
CUST-00602,Customer_602,customer602@example.com,44,Female,Africa,Lagos,Regular,5.27,2019-04-21
CUST-00603,Customer_603,customer603@example.com,61,Other,Europe,Rome,Regular,1.91,2022-06-05
CUST-00604,Customer_604,customer604@example.com,56,Male,Asia Pacific,Shanghai,Regular,5.6,2023-04-04
CUST-00605,Customer_605,customer605@example.com,25,Female,North America,Chicago,New,2.79,2019-09-13
CUST-00606,Customer_606,customer606@example.com,30,Female,Asia Pacific,Shanghai,Regular,3.66,2018-05-03
CUST-00607,Customer_607,customer607@example.com,31,Female,Middle East,Istanbul,New,3.98,2018-01-09
CUST-00608,Customer_608,customer608@example.com,23,Other,North America,Vancouver,New,7.02,2019-04-09
CUST-00609,Customer_609,customer609@example.com,22,Male,North America,Toronto,New,9.14,2023-06-25
CUST-00610,Customer_610,customer610@example.com,36,Male,Europe,Amsterdam,Regular,1.9,2019-06-27
CUST-00611,Customer_611,customer611@example.com,41,Other,North America,Chicago,Regular,2.04,2018-05-23
CUST-00612,Customer_612,customer612@example.com,60,Female,North America,Los Angeles,Regular,9.6,2020-04-13
CUST-00613,Customer_613,customer613@example.com,41,Female,Africa,Lagos,Regular,4.6,2021-11-19
CUST-00614,Customer_614,customer614@example.com,62,Other,Asia Pacific,Mumbai,New,8.98,2019-06-03
CUST-00615,Customer_615,customer615@example.com,62,Male,North America,Los Angeles,New,1.93,2023-01-10
CUST-00616,Customer_616,customer616@example.com,61,Female,Latin America,Lima,New,6.5,2023-10-28
CUST-00617,Customer_617,customer617@example.com,48,Female,Africa,Nairobi,Regular,4.97,2018-07-16
CUST-00618,Customer_618,customer618@example.com,38,Other,Asia Pacific,Seoul,Regular,5.72,2022-11-27
CUST-00619,Customer_619,customer619@example.com,32,Other,Africa,Accra,New,8.86,2022-06-01
CUST-00620,Customer_620,customer620@example.com,62,Other,Middle East,Doha,Regular,3.24,2020-12-10
CUST-00621,Customer_621,customer621@example.com,59,Other,Africa,Casablanca,New,9.03,2023-03-20
CUST-00622,Customer_622,customer622@example.com,59,Female,North America,New York,Regular,8.67,2019-05-29
CUST-00623,Customer_623,customer623@example.com,38,Female,North America,Houston,Regular,1.45,2019-11-23
CUST-00624,Customer_624,customer624@example.com,42,Female,Middle East,Doha,Regular,5.0,2022-11-16
CUST-00625,Customer_625,customer625@example.com,72,Female,Latin America,São Paulo,Regular,7.71,2018-02-25
CUST-00626,Customer_626,customer626@example.com,44,Other,North America,Houston,Premium,1.0,2018-10-10
CUST-00627,Customer_627,customer627@example.com,58,Other,Middle East,Cairo,Premium,6.06,2023-07-27
CUST-00628,Customer_628,customer628@example.com,39,Male,Africa,Johannesburg,Regular,8.35,2021-11-12
CUST-00629,Customer_629,customer629@example.com,67,Other,Asia Pacific,Shanghai,Regular,4.27,2021-11-06
CUST-00630,Customer_630,customer630@example.com,66,Female,North America,New York,Regular,8.47,2020-06-26
CUST-00631,Customer_631,customer631@example.com,41,Male,Middle East,Cairo,Regular,5.43,2021-06-25
CUST-00632,Customer_632,customer632@example.com,57,Male,North America,Chicago,Premium,9.37,2021-05-05
CUST-00633,Customer_633,customer633@example.com,70,Male,Europe,Amsterdam,New,7.81,2018-05-25
CUST-00634,Customer_634,customer634@example.com,55,Female,Africa,Casablanca,Premium,5.12,2023-01-05
CUST-00635,Customer_635,customer635@example.com,49,Other,Middle East,Riyadh,Premium,1.44,2021-09-06
CUST-00636,Customer_636,customer636@example.com,50,Other,Middle East,Istanbul,New,6.21,2019-02-03
CUST-00637,Customer_637,customer637@example.com,60,Other,North America,Houston,New,8.93,2021-07-24
CUST-00638,Customer_638,customer638@example.com,66,Female,Middle East,Doha,Premium,9.67,2020-07-02
CUST-00639,Customer_639,customer639@example.com,26,Other,Latin America,Mexico City,Regular,8.98,2022-05-11
CUST-00640,Customer_640,customer640@example.com,53,Other,Asia Pacific,Seoul,New,6.69,2019-09-17
CUST-00641,Customer_641,customer641@example.com,63,Female,Europe,Madrid,Premium,9.29,2019-02-17
CUST-00642,Customer_642,customer642@example.com,29,Other,Africa,Casablanca,Regular,6.73,2018-12-25
CUST-00643,Customer_643,customer643@example.com,48,Other,Asia Pacific,Shanghai,New,4.76,2022-07-17
CUST-00644,Customer_644,customer644@example.com,69,Male,Asia Pacific,Mumbai,Premium,1.23,2019-03-28
CUST-00645,Customer_645,customer645@example.com,21,Male,North America,Vancouver,Regular,9.85,2023-10-25
CUST-00646,Customer_646,customer646@example.com,71,Female,Asia Pacific,Singapore,Premium,2.84,2022-08-09
CUST-00647,Customer_647,customer647@example.com,70,Other,North America,Chicago,New,7.66,2019-11-28
CUST-00648,Customer_648,customer648@example.com,53,Other,Africa,Casablanca,Regular,3.59,2023-08-27
CUST-00649,Customer_649,customer649@example.com,42,Other,North America,Houston,New,3.81,2022-09-12
CUST-00650,Customer_650,customer650@example.com,65,Other,North America,New York,Premium,8.82,2021-10-08
CUST-00651,Customer_651,customer651@example.com,63,Other,Europe,Rome,Regular,5.92,2023-02-18
CUST-00652,Customer_652,customer652@example.com,30,Male,Europe,Rome,Regular,9.85,2018-08-20
CUST-00653,Customer_653,customer653@example.com,65,Female,Europe,Paris,Regular,3.51,2020-03-31
CUST-00654,Customer_654,customer654@example.com,55,Female,Europe,Paris,Regular,7.39,2019-04-26
CUST-00655,Customer_655,customer655@example.com,38,Other,North America,Los Angeles,Regular,6.54,2023-08-19
CUST-00656,Customer_656,customer656@example.com,68,Other,Asia Pacific,Mumbai,Regular,3.86,2019-11-15
CUST-00657,Customer_657,customer657@example.com,22,Male,Europe,Madrid,New,4.74,2022-07-27
CUST-00658,Customer_658,customer658@example.com,40,Male,Latin America,São Paulo,Regular,6.97,2020-10-25
CUST-00659,Customer_659,customer659@example.com,31,Other,Asia Pacific,Sydney,New,5.77,2022-10-11
CUST-00660,Customer_660,customer660@example.com,25,Female,Africa,Lagos,New,3.16,2023-06-19
CUST-00661,Customer_661,customer661@example.com,33,Other,Middle East,Cairo,New,8.97,2021-03-30
CUST-00662,Customer_662,customer662@example.com,34,Female,North America,Houston,Regular,1.22,2022-05-25
CUST-00663,Customer_663,customer663@example.com,69,Female,Asia Pacific,Shanghai,Regular,9.08,2019-08-22
CUST-00664,Customer_664,customer664@example.com,23,Male,Asia Pacific,Shanghai,New,9.74,2022-07-30
CUST-00665,Customer_665,customer665@example.com,58,Other,Middle East,Dubai,Premium,6.67,2019-10-25
CUST-00666,Customer_666,customer666@example.com,71,Other,Africa,Johannesburg,Premium,8.46,2021-09-14
CUST-00667,Customer_667,customer667@example.com,65,Other,Africa,Lagos,Regular,3.99,2018-09-29
CUST-00668,Customer_668,customer668@example.com,29,Other,North America,New York,New,1.63,2019-12-09
CUST-00669,Customer_669,customer669@example.com,42,Female,Asia Pacific,Mumbai,Regular,1.15,2023-09-23
CUST-00670,Customer_670,customer670@example.com,18,Other,North America,Toronto,New,1.57,2022-12-25
CUST-00671,Customer_671,customer671@example.com,72,Other,North America,Vancouver,Premium,1.96,2023-11-01
CUST-00672,Customer_672,customer672@example.com,23,Female,Asia Pacific,Shanghai,Regular,4.43,2023-08-15
CUST-00673,Customer_673,customer673@example.com,28,Male,North America,Houston,Regular,7.72,2022-08-23
CUST-00674,Customer_674,customer674@example.com,27,Other,Asia Pacific,Seoul,Regular,6.83,2018-02-04
CUST-00675,Customer_675,customer675@example.com,27,Male,Middle East,Cairo,Regular,6.15,2021-05-09
CUST-00676,Customer_676,customer676@example.com,23,Other,Middle East,Cairo,Regular,7.67,2020-12-04
CUST-00677,Customer_677,customer677@example.com,75,Male,Europe,Amsterdam,Regular,2.66,2023-04-01
CUST-00678,Customer_678,customer678@example.com,25,Other,Asia Pacific,Singapore,Regular,8.67,2022-09-02
CUST-00679,Customer_679,customer679@example.com,53,Other,Latin America,Santiago,Premium,1.61,2018-11-02
CUST-00680,Customer_680,customer680@example.com,55,Male,Europe,Rome,Regular,7.04,2019-12-30
CUST-00681,Customer_681,customer681@example.com,57,Male,North America,Chicago,Premium,3.86,2021-11-01
CUST-00682,Customer_682,customer682@example.com,60,Other,Asia Pacific,Shanghai,Premium,2.37,2022-10-28
CUST-00683,Customer_683,customer683@example.com,45,Female,Asia Pacific,Sydney,Premium,3.22,2019-11-20
CUST-00684,Customer_684,customer684@example.com,59,Male,Africa,Casablanca,New,7.12,2020-10-27
CUST-00685,Customer_685,customer685@example.com,46,Other,Latin America,Bogotá,Regular,1.98,2023-06-29
CUST-00686,Customer_686,customer686@example.com,71,Male,Middle East,Dubai,Premium,9.02,2019-09-03
CUST-00687,Customer_687,customer687@example.com,74,Male,Asia Pacific,Seoul,New,8.65,2023-05-17
CUST-00688,Customer_688,customer688@example.com,55,Male,North America,Toronto,Regular,5.96,2022-08-16
CUST-00689,Customer_689,customer689@example.com,59,Male,Middle East,Istanbul,Regular,9.02,2023-01-06
CUST-00690,Customer_690,customer690@example.com,26,Other,Africa,Cairo,Regular,1.81,2021-02-04
CUST-00691,Customer_691,customer691@example.com,60,Other,Middle East,Dubai,Premium,7.16,2022-05-17
CUST-00692,Customer_692,customer692@example.com,28,Other,Europe,Amsterdam,Regular,6.93,2019-03-31
CUST-00693,Customer_693,customer693@example.com,48,Female,Africa,Casablanca,Regular,3.09,2020-04-01
CUST-00694,Customer_694,customer694@example.com,20,Other,Asia Pacific,Singapore,New,9.17,2021-01-27
CUST-00695,Customer_695,customer695@example.com,47,Other,Latin America,Bogotá,Regular,3.92,2023-12-27
CUST-00696,Customer_696,customer696@example.com,71,Other,Middle East,Doha,Premium,3.37,2022-08-19
CUST-00697,Customer_697,customer697@example.com,42,Other,Middle East,Riyadh,Regular,9.08,2018-08-30
CUST-00698,Customer_698,customer698@example.com,42,Female,Middle East,Tel Aviv,Regular,4.18,2020-12-07
CUST-00699,Customer_699,customer699@example.com,74,Male,Latin America,Bogotá,Regular,4.96,2019-12-16
CUST-00700,Customer_700,customer700@example.com,59,Male,North America,Toronto,Premium,2.68,2021-01-30
CUST-00701,Customer_701,customer701@example.com,70,Male,Middle East,Doha,Premium,4.73,2020-10-22
CUST-00702,Customer_702,customer702@example.com,48,Other,Africa,Lagos,Regular,2.45,2021-06-30
CUST-00703,Customer_703,customer703@example.com,20,Other,North America,Los Angeles,Regular,2.45,2023-05-10
CUST-00704,Customer_704,customer704@example.com,75,Female,Middle East,Dubai,Regular,9.3,2022-05-25
CUST-00705,Customer_705,customer705@example.com,54,Other,Latin America,Lima,New,6.96,2020-05-30
CUST-00706,Customer_706,customer706@example.com,46,Female,North America,Los Angeles,Regular,2.54,2021-06-30
CUST-00707,Customer_707,customer707@example.com,68,Other,Middle East,Riyadh,New,6.94,2020-04-01
CUST-00708,Customer_708,customer708@example.com,61,Female,Europe,Rome,Premium,6.37,2018-08-02
CUST-00709,Customer_709,customer709@example.com,42,Male,Europe,Amsterdam,Premium,2.82,2022-04-16
CUST-00710,Customer_710,customer710@example.com,70,Male,Africa,Johannesburg,Premium,2.6,2023-03-25
CUST-00711,Customer_711,customer711@example.com,74,Male,Middle East,Dubai,Regular,1.84,2023-08-11
CUST-00712,Customer_712,customer712@example.com,52,Other,Europe,Madrid,New,6.84,2022-06-10
CUST-00713,Customer_713,customer713@example.com,73,Other,Latin America,Buenos Aires,Premium,4.86,2022-02-06
CUST-00714,Customer_714,customer714@example.com,55,Other,Latin America,Buenos Aires,New,6.19,2021-08-14
CUST-00715,Customer_715,customer715@example.com,48,Male,Europe,Berlin,New,3.55,2022-08-17
CUST-00716,Customer_716,customer716@example.com,30,Other,Latin America,Buenos Aires,Regular,8.1,2022-12-01
CUST-00717,Customer_717,customer717@example.com,51,Other,Middle East,Dubai,Premium,2.85,2020-09-08
CUST-00718,Customer_718,customer718@example.com,24,Other,Latin America,Buenos Aires,Regular,6.27,2020-03-22
CUST-00719,Customer_719,customer719@example.com,54,Other,Middle East,Istanbul,Regular,4.58,2019-09-25
CUST-00720,Customer_720,customer720@example.com,68,Other,Latin America,Lima,Regular,5.99,2020-02-28
CUST-00721,Customer_721,customer721@example.com,40,Female,Asia Pacific,Shanghai,New,7.62,2023-08-11
CUST-00722,Customer_722,customer722@example.com,32,Other,North America,Vancouver,Regular,9.54,2018-11-08
CUST-00723,Customer_723,customer723@example.com,43,Other,Europe,Madrid,New,7.27,2018-06-11
CUST-00724,Customer_724,customer724@example.com,58,Male,Europe,Amsterdam,Premium,8.41,2022-01-05
CUST-00725,Customer_725,customer725@example.com,23,Male,Middle East,Istanbul,Regular,4.34,2023-03-08
CUST-00726,Customer_726,customer726@example.com,42,Other,North America,Vancouver,Regular,5.69,2023-01-31
CUST-00727,Customer_727,customer727@example.com,58,Other,North America,Los Angeles,Regular,9.38,2022-05-29
CUST-00728,Customer_728,customer728@example.com,20,Other,Asia Pacific,Singapore,New,5.64,2019-12-21
CUST-00729,Customer_729,customer729@example.com,61,Male,Middle East,Riyadh,Premium,6.9,2019-05-05
CUST-00730,Customer_730,customer730@example.com,67,Female,North America,Chicago,New,6.27,2022-05-28
CUST-00731,Customer_731,customer731@example.com,63,Male,North America,Vancouver,Premium,5.95,2022-10-04
CUST-00732,Customer_732,customer732@example.com,40,Female,Middle East,Tel Aviv,New,3.04,2019-08-28
CUST-00733,Customer_733,customer733@example.com,54,Male,Latin America,Bogotá,Premium,4.66,2018-11-27
CUST-00734,Customer_734,customer734@example.com,50,Male,Middle East,Dubai,Premium,8.23,2020-03-11
CUST-00735,Customer_735,customer735@example.com,34,Female,Middle East,Cairo,New,6.07,2020-01-26
CUST-00736,Customer_736,customer736@example.com,61,Male,Asia Pacific,Mumbai,Regular,5.34,2020-03-12
CUST-00737,Customer_737,customer737@example.com,58,Other,North America,Houston,Regular,3.07,2020-09-07
CUST-00738,Customer_738,customer738@example.com,51,Female,Latin America,Buenos Aires,New,3.23,2018-10-16
CUST-00739,Customer_739,customer739@example.com,65,Male,Latin America,Santiago,Regular,5.29,2021-01-03
CUST-00740,Customer_740,customer740@example.com,35,Other,Europe,Madrid,Regular,7.15,2019-08-14
CUST-00741,Customer_741,customer741@example.com,30,Male,Latin America,Santiago,Regular,8.85,2019-10-05
CUST-00742,Customer_742,customer742@example.com,71,Other,Europe,Paris,Premium,4.2,2018-11-28
